Name,Cusine,Date,Quote,Detail Review,Rating
"ESSENCE - ALL DAY DINING, Ahmedabad - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Seafood, Asian, International",Reviewed 1 week ago ,Very good experience ,"Sushmita is very well in her role .. Good hospitality and service provided by her ..hotel essence is also very good ..
Sushmita is very talkative and very well mannered..More",5.00
"ESSENCE - ALL DAY DINING, Ahmedabad - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Seafood, Asian, International",Reviewed 1 week ago ,Nice,"Breakfast was osm. And service was great... specially susmita she is very kind. She know how to greet the guest, she is very polite,friendly. Really im enjoy with this restaurant. Thanks to all.More",5.00
"ESSENCE - ALL DAY DINING, Ahmedabad - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Seafood, Asian, International",Reviewed 1 week ago ,Amazing ,"The food was amazing even try there lemon the atmosphere was even execelent.  The staff was cool with 
Susmita and Anisur with the chef gautam
Except the pizza base it was a bit rawMore",5.00
"ESSENCE - ALL DAY DINING, Ahmedabad - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Seafood, Asian, International",Reviewed 1 week ago ,Outstanding ,Very tasty and the hospitality was outstanding. The support staff SUSHMITA and RASHMI had provided us the great service during the fooding time. Thank you for them.More,5.00
"ESSENCE - ALL DAY DINING, Ahmedabad - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Seafood, Asian, International",Reviewed 1 week ago ,Nice ambience,"Quality and taste of food was good.
Service was good. Susmita took good care and service was good.ambiance was very nice.More",5.00
"ESSENCE - ALL DAY DINING, Ahmedabad - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Seafood, Asian, International",Reviewed 1 week ago ,Essence Restaurant ,"The food service was great. Anisur , Sushmita, and chef Gautam were very courteous and always provided the best service.More",5.00
"ESSENCE - ALL DAY DINING, Ahmedabad - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Seafood, Asian, International",Reviewed 2 weeks ago ,Essence restaurant ,"Anisur one of best sevice giben by him wonderful atmosphere was good 
Food is really good best of luck and also sushmi ta served wonder full serviceMore",5.00
"ESSENCE - ALL DAY DINING, Ahmedabad - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Seafood, Asian, International",Reviewed 2 weeks ago ,ESSENCE RESTAURANT ,"Food quality is excellent Excellent service by Anisur atmosphere was very good every thing was perfect 
ThanksMore",5.00
"CHEF SOUMYEN'S KITCHEN, Calangute - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed May 16, 2023 ","Brilliant, friendly resturant in Calangute.","Fantastic resturant in Calangute, which we ended up visiting twice during our stay. Amazon service and fantastic food in a nice atmosphere, set back from the main road. The menu features western and Indian options, which were both top quality. Chef Soumyen is a lovely...man as well as great chef and greeted each table at the end of the night.More",5.00
"CHEF SOUMYEN'S KITCHEN, Calangute - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed March 31, 2023 ",Dinner ,"Great place for dinner , lovely staff 
Our favourite place in goa so far 
Wide range of menu , every dish was 10/10",5.00
"CHEF SOUMYEN'S KITCHEN, Calangute - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed March 11, 2023 ",We are never disappointed in this Restaurant,"Another set of visits to Soumyens Kitchen , so great changes to the menu since our last visits pre pandemic Feb 2020 .
The staff are very attentive and well trained , the food is just exquisite , perfectly cooked.
We just love this Restaurant,...well done guysMore",5.00
"CHEF SOUMYEN'S KITCHEN, Calangute - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed February 11, 2023 ",A fantastic start to our holiday in Goa,"On our first day in Goa we had no idea where to go for dinner. Fortunately we chose this fabulous restaurant. There was a really nice atmosphere, fantastic service and sublime food. The chef patron and his son couldn’t have done any more to make...our evening more enjoyable. Do give it a try if you are in the area.More",5.00
"CHEF SOUMYEN'S KITCHEN, Calangute - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed February 10, 2023 ",Amazing resteraunt,Wonderful restaurant food is amazing staff very attentive. Definitely a must to visit if in calangute,5.00
"CHEF SOUMYEN'S KITCHEN, Calangute - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed January 17, 2023 ",A meal to cherish,"What a lovely evening we had at Chef. Sounyens. The staff so polite and courteous, it was lovely to see the chef's son on duty too. Chef. Sounyen visited each and every table and spoke to the dinners (what a lively gesture by him). And...most importantly the food was oh so delicious! Thank you for your hospitality team. KudosMore",5.00
"CHEF SOUMYEN'S KITCHEN, Calangute - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed January 11, 2023 ",A top restaurant,"My only regret is that we only visited once on our 4 week holiday
My wife had butter chicken and I had fillet steak and we both enjoyed our meals very much, I would say this was my best steak of our holiday so we...should have gone back
The service you get here is second to none the waiters are trained to attend you every need and the chef/owner always comes out to ask that everything is OK it is a truly enjoyable experience 
Would I go again ? 100% Yes 
JohnMore",5.00
"CHEF SOUMYEN'S KITCHEN, Calangute - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed January 5, 2023 ",Excellent food and table service,We started with the watermelon and feta salad which was an unexpected pleasant combination. The filet steak was cooked perfectly with a warm pepper sauce and sautéed veg. Finished with butterscotch brûlée. Beer and cocktails for two under £50 represents great value for money. If...I was longer in Goa I would eat here againMore,5.00
"CHEF SOUMYEN'S KITCHEN, Calangute - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed December 26, 2022 ",Amazing hospitality and delicious food,Thank you for a wonderful Christmas dinner! The chef visited our table twice and catered to our wishes that weren’t directly on the menu (pig’s in blankets for starters and a cheese board). The waiters were also very friendly and accommodating. Nice ambiance and very...tasty food. Do visit if you want something different to what the beach shacks have to offer.More,5.00
"CHEF SOUMYEN'S KITCHEN, Calangute - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed December 25, 2022 ",A wonderful experience,"We stumbled across this restaurant whilst trying to find a nice place to enjoy a traditional European Christmas dinner whilst on holiday in Goa. Luckily we did because the staff here were absolutely incredible, the food was amazing and the chef personality visited our table...twice to check up on how our meal was going. We had two food requests which were not on the menu and both were accommodated with no issues whatsoever. If you like good food, you shouldn’t miss the opportunity to visit this restaurant! The service was also incredible. Thanks for a wonderful experience!More",5.00
"CHEF SOUMYEN'S KITCHEN, Calangute - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed December 4, 2022 ",Special treat,"Well worth booking a table for a special treat
The restaurant, Chef Soumyen and his staff were welcoming and were noted ‘Top Notch’ The menu covered everything – YES we were really spoilt. Sat with cool drinks deciding our choice. Tiger prawns were my choice...– 5 filled the plate
TM had a steak(a melt in your mouth standard steak(WOW))mushroom sauce, chips and onion rings – thought was a perfect meal – could we get that same standard back here in Yorkshire(2night??)  Ha!!
Spoilt for choice for sweets YES but we DID
All in all a really great dining Xperience – NOT THE CHEAPEST  but well worth that special treat and I’m sure we will return again on our next Goa visitMore",5.00
"CHEF SOUMYEN'S KITCHEN, Calangute - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed December 2, 2022 ",Spoil yourself and try it soon,"We'd booked a table a couple of nights in advance via Facebook but like many places it was relatively quiet, although it filled up to perhaps 40% full.

The service and ambience are top notch and this is a 'silver service' experience. Starters were battered...chillies and rum/lemin prawns. We both had fillet steaks, one with a trio of pepper sauce and one with red wine with pate sauce. Both were beautiful pieces of meat and cooked expertly.

Deserts were to die for (creme brulee and bread & butter pudding). Brandy coffee to finish, total bill INR4100  with drinks. Nit the cheapest but as an experience worth every rupee.

Give it a try soon.More",5.00
"CHEF SOUMYEN'S KITCHEN, Calangute - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed November 26, 2022 ",First meal in Goa,"Was recommended this restaurant by our TUI tour guide Amar. Lovely decor from the outside with such a calm and chilled environment. 

We were greeted by the chefs son with a smile and choose to sit outside. 

Variety of the menu was vast and we...were confused on what to order (as we wanted it all). However after speak to chef Soumen about what we liked he advised us what he thought was best for us. His choices were spot on!! We ordered prawn and squid chilli fry along with with peri chips and mushrooms. The food was amazing!! Our mains included Goan fish curry, goan prawn curry and chicken in sautéed gravy… honestly the food was outstanding. 

Chef kept us informed about how long our food would take and even given gave us a free desert which was so lovely of him!! He even told us the best way to drink Feni. 

Honestly the best place for food and our first visit to goa at such an amazing restaurant has left us wanting more (we will have to make a visit there before we leave)!!More",5.00
"CHEF SOUMYEN'S KITCHEN, Calangute - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed November 17, 2022 ",Chocolate Mousse is to die for!,A lovely environment to enjoy a quality dinner. The menu is varied and inclusive and the service is outstanding. Of all the fine dinning we have experienced in Goa this place is my favourite. Highly recommend the chocolate mousse.,5.00
"CHEF SOUMYEN'S KITCHEN, Calangute - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed May 16, 2023 ","Brilliant, friendly resturant in Calangute.","Fantastic resturant in Calangute, which we ended up visiting twice during our stay. Amazon service and fantastic food in a nice atmosphere, set back from the main road. The menu features western and Indian options, which were both top quality. Chef Soumyen is a lovely...man as well as great chef and greeted each table at the end of the night.More",5.00
"CHEF SOUMYEN'S KITCHEN, Calangute - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed March 31, 2023 ",Dinner ,"Great place for dinner , lovely staff 
Our favourite place in goa so far 
Wide range of menu , every dish was 10/10",5.00
"CHEF SOUMYEN'S KITCHEN, Calangute - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed March 11, 2023 ",We are never disappointed in this Restaurant,"Another set of visits to Soumyens Kitchen , so great changes to the menu since our last visits pre pandemic Feb 2020 .
The staff are very attentive and well trained , the food is just exquisite , perfectly cooked.
We just love this Restaurant,...well done guysMore",5.00
"CHEF SOUMYEN'S KITCHEN, Calangute - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed February 11, 2023 ",A fantastic start to our holiday in Goa,"On our first day in Goa we had no idea where to go for dinner. Fortunately we chose this fabulous restaurant. There was a really nice atmosphere, fantastic service and sublime food. The chef patron and his son couldn’t have done any more to make...our evening more enjoyable. Do give it a try if you are in the area.More",5.00
